tripid,tripmode,objectno,objectname,start_time,start_odometer,start_postext,end_time,end_odometer,end_postext,duration,idle_time,distance,avg_speed,max_speed,fuel_usage,start_longitude,start_latitude,start_formatted_longitude,start_formatted_latitude,end_longitude,end_latitude,end_formatted_longitude,end_formatted_latitude,co2,fueltype,ep_distance,objectuid,optidrive_indicator,speeding_indicator,drivingevents_indicator,idling_indicator,fuelusage_indicator,coasting_indicator,constant_speed_indicator,green_speed_indicator,high_revving_indicator
9950643666,2,#HX18OKC,MIHS - DEV - SOUTH -,22/02/2022 10:36:18,82340910,"James Lane, Axminster EX13 7, GB",22/02/2022 11:09:27,82353365,"Honiton EX14 9, GB",1989,809,12455,36,89,3.5,-3035868,50858512,"3°02'09.1"" W","50°51'30.6"" N",-3134832,50882885,"3°08'05.3"" W","50°52'58.3"" N",9275,1,12455,1-44036-196D304E33,0.548,1,0.427,0.035,1,0.249,0.33,1,0.792
9950188962,2,#HX18OKC,MIHS - DEV - SOUTH -,22/02/2022 09:23:00,82339160,"James Lane, Honiton EX14 9, GB",22/02/2022 09:29:55,82340910,"James Lane, Axminster EX13 7, GB",415,212,1750,26,53,1.031,-3052562,50865653,"3°03'09.2"" W","50°51'56.3"" N",-3035836,50858493,"3°02'09.0"" W","50°51'30.5"" N",2732,1,1750,1-44036-196D304E33,0.714,1,1,1,1,0,0.4,1,0.601
9950103575,2,#HX18OKC,MIHS - DEV - SOUTH -,22/02/2022 08:29:50,82288655,"A380, Exeter EX6 7, GB",22/02/2022 09:10:40,82339160,"James Lane, Honiton EX14 9, GB",2450,40,50505,75,105,8.156,-3542620,50638597,"3°32'33.4"" W","50°38'18.9"" N",-3052659,50865647,"3°03'09.5"" W","50°51'56.3"" N",21613,1,50505,1-44036-196D304E33,0.913,1,1,1,1,0.526,0.986,1,0.876
9949876247,2,#HX18OKC,MIHS - DEV - SOUTH -,22/02/2022 08:07:57,82276755,"1 Avery Hill, Newton Abbot TQ12 3LA, GB",22/02/2022 08:20:22,82288655,"A380, Exeter EX6 7, GB",745,40,11900,59,92,3.188,-3590722,50553667,"3°35'26.6"" W","50°33'13.2"" N",-3542525,50638648,"3°32'33.0"" W","50°38'19.1"" N",8448,1,11900,1-44036-196D304E33,0.878,1,1,1,1,0.798,0.578,1,0.769
9961542175,2,#HX18OKD,MIHS - SOM,25/02/2022 09:46:42,52124030,"Gravelands Lane, Taunton TA3 5DL, GB",25/02/2022 10:22:41,52138910,"Westridge Way, Taunton TA4 3RU, GB",2159,727,14880,36,73,3.188,-3035459,51013493,"3°02'07.6"" W","51°00'48.5"" N",-3192184,51052857,"3°11'31.8"" W","51°03'10.2"" N",8448,1,14880,1-44036-95918F7F30,0.678,1,0.292,0.074,1,0.462,0.949,1,0.967
9961259795,2,#HX18OKD,MIHS - SOM,25/02/2022 08:18:27,52080315,"Vulcan Road, Minehead TA24 6DG, GB",25/02/2022 09:20:40,52124030,"Gravelands Lane, Taunton TA3 5DL, GB",3733,642,43715,50,83,7.312,-3466336,51204364,"3°27'58.8"" W","51°12'15.7"" N",-3035270,51013549,"3°02'06.9"" W","51°00'48.7"" N",19376,1,43715,1-44036-95918F7F30,0.847,1,0.617,1,1,0.626,0.764,1,0.925
9960955574,2,#HX18OKD,MIHS - SOM,25/02/2022 07:53:51,52079925,"Vulcan Road, Minehead TA24 6DG, GB",25/02/2022 08:12:55,52080315,"Vulcan Road, Minehead TA24 6DG, GB",1144,1093,390,11,30,0.563,-3466611,51204915,"3°27'59.8"" W","51°12'17.6"" N",-3466432,51204448,"3°27'59.1"" W","51°12'16.0"" N",1491,1,390,1-44036-95918F7F30,0.857,1,1,0,1,1,1,1,1
9959279775,2,#HX18OKD,MIHS - SOM,24/02/2022 15:19:34,52065750,"North Road, Taunton TA4 4SW, GB",24/02/2022 15:51:51,52079925,"Vulcan Road, Minehead TA24 6DG, GB",1937,739,14175,41,70,2.906,-3325301,51167265,"3°19'31.0"" W","51°10'02.1"" N",-3466654,51204906,"3°27'59.9"" W","51°12'17.6"" N",7700,1,14175,1-44036-95918F7F30,0.873,1,0.424,1,1,0.831,1,1,0.856
9959131848,2,#HX18OKD,MIHS - SOM,24/02/2022 14:29:27,52065405,"North Road, Taunton TA4 4SW, GB",24/02/2022 15:16:24,52065750,"North Road, Taunton TA4 4SW, GB",2817,2771,345,2,17,1.156,-3325292,51167201,"3°19'31.0"" W","51°10'01.9"" N",-3325291,51167248,"3°19'31.0"" W","51°10'02.0"" N",3063,1,345,1-44036-95918F7F30,0.877,1,1,0.138,1,1,1,1,1
9958885249,2,#HX18OKD,MIHS - SOM,24/02/2022 14:05:37,52058135,"Front Street, Taunton TA4 4, GB",24/02/2022 14:17:24,52065405,"North Road, Taunton TA4 4SW, GB",707,84,7270,41,71,1.375,-3326076,51129142,"3°19'33.8"" W","51°07'44.9"" N",-3325306,51167212,"3°19'31.1"" W","51°10'01.9"" N",3643,1,7270,1-44036-95918F7F30,0.833,1,1,1,1,0.493,0.664,1,0.676
9958819704,2,#HX18OKD,MIHS - SOM,24/02/2022 13:20:47,52047540,"B3224, Watchet TA23 0, GB",24/02/2022 14:01:48,52058135,"Front Street, Taunton TA4 4, GB",2461,1498,10595,37,71,2.344,-3375610,51100711,"3°22'32.2"" W","51°06'02.5"" N",-3326033,51129119,"3°19'33.7"" W","51°07'44.8"" N",6211,1,10595,1-44036-95918F7F30,0.724,1,1,0.075,1,0.137,1,1,0.855
9958577609,2,#HX18OKD,MIHS - SOM,24/02/2022 12:44:12,52040575,"B3190, Taunton TA4 2JA, GB",24/02/2022 13:04:01,52047540,"B3224, Watchet TA23 0, GB",1189,675,6965,47,78,2.063,-3413431,51064461,"3°24'48.3"" W","51°03'52.0"" N",-3375618,51100677,"3°22'32.2"" W","51°06'02.4"" N",5466,1,6965,1-44036-95918F7F30,0.758,1,1,1,1,0.397,0.1,1,0.81
9958426047,2,#HX18OKD,MIHS - SOM,24/02/2022 12:08:52,52038980,"B3190, Taunton TA4 2, GB",24/02/2022 12:30:45,52040575,"B3190, Taunton TA4 2JA, GB",1313,1050,1595,15,49,1.125,-3414751,51057545,"3°24'53.1"" W","51°03'27.1"" N",-3413421,51064463,"3°24'48.3"" W","51°03'52.0"" N",2981,1,1595,1-44036-95918F7F30,0.731,1,1,1,1,0.106,0.1,1,0.912
9958285660,2,#HX18OKD,MIHS - SOM,24/02/2022 08:23:20,51948215,"Vulcan Road, Minehead TA24 6DG, GB",24/02/2022 11:57:36,52038980,"B3190, Taunton TA4 2, GB",12856,5896,90765,46,81,20.687,-3466761,51204345,"3°28'00.3"" W","51°12'15.6"" N",-3414688,51057550,"3°24'52.8"" W","51°03'27.1"" N",54820,1,90765,1-44036-95918F7F30,0.698,1,0.463,0.117,1,0.765,0.738,1,0.802
9957294139,2,#HX18OKD,MIHS - SOM,24/02/2022 07:59:50,51947795,"Mart Road, Minehead TA24 5AU, GB",24/02/2022 08:18:23,51948215,"Vulcan Road, Minehead TA24 6DG, GB",1113,1054,420,15,31,0.531,-3466519,51205033,"3°27'59.4"" W","51°12'18.1"" N",-3466672,51204438,"3°28'00.0"" W","51°12'15.9"" N",1407,1,420,1-44036-95918F7F30,0.865,1,1,1,1,0.056,1,1,1
9955559898,2,#HX18OKD,MIHS - SOM,23/02/2022 14:39:18,51920870,"B3224, Minehead TA24 7, GB",23/02/2022 15:47:14,51947795,"Mart Road, Minehead TA24 5AU, GB",4076,1741,26925,40,77,5.219,-3472046,51108571,"3°28'19.3"" W","51°06'30.8"" N",-3466601,51204986,"3°27'59.7"" W","51°12'17.9"" N",13830,1,26925,1-44036-95918F7F30,0.811,1,0.655,1,1,0.658,0.614,1,0.746
9955239153,2,#HX18OKD,MIHS - SOM,23/02/2022 14:10:14,51917780,"Minehead TA24 7, GB",23/02/2022 14:31:04,51920870,"B3224, Minehead TA24 7, GB",1250,834,3090,25,60,1.156,-3447789,51101223,"3°26'52.0"" W","51°06'04.4"" N",-3472023,51108532,"3°28'19.2"" W","51°06'30.7"" N",3063,1,3090,1-44036-95918F7F30,0.902,1,1,1,1,0.775,0.9,1,0.639
9955119713,2,#HX18OKD,MIHS - SOM,23/02/2022 08:41:07,51836515,"Vulcan Road, Minehead TA24 6DG, GB",23/02/2022 14:02:39,51917780,"Minehead TA24 7, GB",19292,12828,81265,44,86,20.438,-3466457,51204417,"3°27'59.2"" W","51°12'15.9"" N",-3447838,51101217,"3°26'52.2"" W","51°06'04.3"" N",54160,1,81265,1-44036-95918F7F30,0.745,1,0.842,0.114,1,0.713,0.824,1,0.722
9953653450,2,#HX18OKD,MIHS - SOM,23/02/2022 08:21:44,51836100,"Vulcan Road, Minehead TA24 6DG, GB",23/02/2022 08:35:03,51836515,"Vulcan Road, Minehead TA24 6DG, GB",799,729,415,11,24,0.437,-3466462,51205019,"3°27'59.2"" W","51°12'18.0"" N",-3466465,51204466,"3°27'59.2"" W","51°12'16.0"" N",1158,1,415,1-44036-95918F7F30,0.849,1,1,0,1,1,1,1,0.943
9951888396,2,#HX18OKD,MIHS - SOM,22/02/2022 15:27:50,51826885,"A396, Minehead TA24 7, GB",22/02/2022 15:56:41,51836100,"Mart Road, Minehead TA24 5AU, GB",1731,931,9215,40,75,2.032,-3508226,51164070,"3°30'29.6"" W","51°09'50.6"" N",-3466521,51205023,"3°27'59.4"" W","51°12'18.0"" N",5384,1,9215,1-44036-95918F7F30,0.677,1,0.411,0.094,1,0.718,0.678,1,0.839
9951797530,2,#HX18OKD,MIHS - SOM,22/02/2022 12:26:50,51793925,"Dulverton TA22 9NS, GB",22/02/2022 15:00:32,51826885,"A396, Minehead TA24 7, GB",9222,6202,32960,38,80,8.343,-3489290,51058760,"3°29'21.4"" W","51°03'31.5"" N",-3508258,51164038,"3°30'29.7"" W","51°09'50.5"" N",22108,1,32960,1-44036-95918F7F30,0.638,1,0.26,0.166,1,0.61,0.516,1,0.913
9950987970,2,#HX18OKD,MIHS - SOM,22/02/2022 12:16:47,51792860,"Dulverton TA22 9NS, GB",22/02/2022 12:23:21,51793925,"Dulverton TA22 9NS, GB",394,163,1065,11,29,0.407,-3488836,51058765,"3°29'19.8"" W","51°03'31.5"" N",-3489018,51058725,"3°29'20.4"" W","51°03'31.4"" N",1078,1,1065,1-44036-95918F7F30,0.973,1,1,1,1,1,1,1,0.81
9950898910,2,#HX18OKD,MIHS - SOM,22/02/2022 08:22:14,51692765,"Vulcan Road, Minehead TA24 6DG, GB",22/02/2022 11:56:26,51792860,"Dulverton TA22 9NS, GB",12852,5731,100095,50,92,23.468,-3466628,51204314,"3°27'59.8"" W","51°12'15.5"" N",-3488711,51059097,"3°29'19.3"" W","51°03'32.7"" N",62190,1,100095,1-44036-95918F7F30,0.643,1,0.418,0.122,1,0.62,0.614,1,0.724
9949872639,2,#HX18OKD,MIHS - SOM,22/02/2022 07:58:43,51692380,"Vulcan Road, Minehead TA24 6DG, GB",22/02/2022 08:16:37,51692765,"Vulcan Road, Minehead TA24 6DG, GB",1074,1018,385,14,31,0.469,-3466508,51204980,"3°27'59.4"" W","51°12'17.9"" N",-3466575,51204406,"3°27'59.6"" W","51°12'15.8"" N",1242,1,385,1-44036-95918F7F30,0.839,1,1,0.043,1,1,1,1,0.827
9958788920,2,#HX18OKE,ISHS - DEV - NORTH,24/02/2022 09:28:53,79206545,"M5, Taunton TA3 7, GB",24/02/2022 13:54:24,79361105,"Pathfields Business Park, South Molton EX36 3DU, GB",15931,4724,154560,49,87,37.031,-3146939,50976372,"3°08'48.9"" W","50°58'34.9"" N",-3829846,51026451,"3°49'47.4"" W","51°01'35.2"" N",98132,1,154560,1-44036-196AF21208,0.642,1,0.325,0.6,1,0.547,0.633,1,0.388
9957554149,2,#HX18OKE,ISHS - DEV - NORTH,24/02/2022 08:11:24,79194875,"Priorswood Road, Taunton TA2 8DU, GB",24/02/2022 09:16:17,79206545,"M5, Taunton TA3 7, GB",3893,3110,11670,52,86,2.625,-3085056,51028085,"3°05'06.2"" W","51°01'41.1"" N",-3147038,50976378,"3°08'49.3"" W","50°58'34.9"" N",6956,1,11670,1-44036-196AF21208,0.741,1,0.577,1,1,0.527,0.672,1,0.413
9957231346,2,#HX18OKE,ISHS - DEV - NORTH,24/02/2022 07:04:38,79127485,"Pathfields Business Park, South Molton EX36 3, GB",24/02/2022 08:04:32,79194875,"Priorswood Road, Taunton TA2 8DU, GB",3594,193,67390,71,91,16.688,-3830285,51026398,"3°49'49.0"" W","51°01'35.0"" N",-3085227,51028282,"3°05'06.8"" W","51°01'41.8"" N",44223,1,67390,1-44036-196AF21208,0.73,1,0.396,1,1,0.405,0.975,1,0.332
9955440009,2,#HX18OKE,ISHS - DEV - NORTH,23/02/2022 13:54:39,79094895,"Cockrattle Lane, Crediton EX17 6, GB",23/02/2022 15:18:35,79127485,"Pathfields Business Park, South Molton EX36 3, GB",5036,1856,32590,36,65,0.25,-3737569,50865047,"3°44'15.2"" W","50°51'54.1"" N",-3830337,51026410,"3°49'49.2"" W","51°01'35.0"" N",662,1,32590,1-44036-196AF21208,0.702,1,0.297,0.082,1,1,0.534,1,1
9955439993,4,#HX18OKE,ISHS - DEV - NORTH,23/02/2022 13:54:39,79064220,,23/02/2022 13:54:39,79094895,odometer corrected,0,,30675,,,,,,,,,,,,,,,1-44036-196AF21208,0.847,1,1,1,1,0.39,1,1,0.538
9954625245,2,#HX18OKE,ISHS - DEV - NORTH,23/02/2022 12:04:33,79062850,"Pathfields Business Park, South Molton EX36 3DU, GB",23/02/2022 12:08:15,79064220,"East Street, South Molton EX36 3, GB",222,51,1370,27,53,0.594,-3830157,51026392,"3°49'48.5"" W","51°01'35.0"" N",-3830826,51018426,"3°49'50.9"" W","51°01'06.3"" N",1574,1,1370,1-44036-196AF21208,0.711,1,0.126,1,1,0.241,0.94,1,0.673
9951329921,2,#HX18OKE,ISHS - DEV - NORTH,22/02/2022 12:33:08,79023220,"Tiverton Way, Tiverton EX16 6TG, GB",22/02/2022 13:44:37,79062850,"Pathfields Business Park, South Molton EX36 3, GB",4289,1364,39630,48,88,10.438,-3464289,50910906,"3°27'51.4"" W","50°54'39.2"" N",-3830272,51026438,"3°49'48.9"" W","51°01'35.1"" N",27660,1,39630,1-44036-196AF21208,0.554,1,0.299,0.136,1,0.305,0.574,1,0.566
9950591701,2,#HX18OKE,ISHS - DEV - NORTH,22/02/2022 09:05:28,78951120,"A39, Barnstaple EX31 4NP, GB",22/02/2022 10:55:17,79023220,"Tiverton Way, Tiverton EX16 6TG, GB",6589,2284,72100,60,92,14.781,-3936383,51172184,"3°56'10.9"" W","51°10'19.8"" N",-3464277,50910965,"3°27'51.3"" W","50°54'39.4"" N",39169,1,72100,1-44036-196AF21208,0.622,1,0.382,0.106,1,0.524,0.809,1,0.53
9950030542,2,#HX18OKE,ISHS - DEV - NORTH,22/02/2022 07:19:49,78928900,"Pathfields Business Park, South Molton EX36 3, GB",22/02/2022 08:52:24,78951120,"A39, Barnstaple EX31 4NP, GB",5555,4135,22220,55,86,7.563,-3830218,51026343,"3°49'48.7"" W","51°01'34.8"" N",-3936380,51172216,"3°56'10.9"" W","51°10'19.9"" N",20041,1,22220,1-44036-196AF21208,0.54,1,0.289,0,1,0.411,0.515,1,0.566
9961354315,2,#HX18OKF,MIHS - SOM,25/02/2022 09:26:45,75465965,"Long Cross Bottom, Shepton Mallet BA4 4, GB",25/02/2022 09:41:43,75476620,"9 Hoecroft Gardens, Radstock BA3 4HU, GB",898,25,10655,43,76,2.312,-2489601,51210831,"2°29'22.5"" W","51°12'38.9"" N",-2508453,51257567,"2°30'30.4"" W","51°15'27.2"" N",6126,1,10655,1-44036-3236203451,0.757,1,1,1,1,0.053,0.648,1,0.599
9961247412,2,#HX18OKF,MIHS - SOM,25/02/2022 08:45:16,75449700,"Manor Furlong, Frome BA11 4BD, GB",25/02/2022 09:17:52,75465965,"Long Cross Bottom, Shepton Mallet BA4 4, GB",1956,844,16265,52,90,3.907,-2323914,51218740,"2°19'26.0"" W","51°13'07.4"" N",-2490151,51210501,"2°29'24.5"" W","51°12'37.8"" N",10353,1,16265,1-44036-3236203451,0.831,1,1,1,1,0.181,0.9,1,0.737
9960709863,2,#HX18OKF,MIHS - SOM,25/02/2022 07:02:27,75449560,"Little Keyford Lane, Frome BA11 5BT, GB",25/02/2022 07:16:52,75449700,"Manor Furlong, Frome BA11 4BD, GB",865,837,140,8,21,0.125,-2323455,51218354,"2°19'24.4"" W","51°13'06.0"" N",-2324010,51218736,"2°19'26.4"" W","51°13'07.4"" N",331,1,140,1-44036-3236203451,1,1,1,1,1,1,1,1,1
9959071219,2,#HX18OKF,MIHS - SOM,24/02/2022 14:25:35,75429305,"2 Hoecroft Gardens, Radstock BA3 4HU, GB",24/02/2022 15:01:49,75449560,"Little Keyford Lane, Frome BA11 5BT, GB",2174,511,20255,43,84,4.312,-2508372,51257710,"2°30'30.1"" W","51°15'27.7"" N",-2323583,51218469,"2°19'24.9"" W","51°13'06.4"" N",11426,1,20255,1-44036-3236203451,0.704,1,0.577,1,1,0.205,0.499,1,0.649
9958622606,2,#HX18OKF,MIHS - SOM,24/02/2022 12:46:15,75408945,"Manor Furlong, Frome BA11 4BD, GB",24/02/2022 13:14:53,75429305,"17 Hoecroft Gardens, Radstock BA3 4HU, GB",1718,107,20360,45,81,4.907,-2323971,51218744,"2°19'26.2"" W","51°13'07.4"" N",-2508796,51257621,"2°30'31.6"" W","51°15'27.4"" N",13003,1,20360,1-44036-3236203451,0.785,1,1,1,1,0.182,0.671,1,0.642
9958452724,2,#HX18OKF,MIHS - SOM,24/02/2022 11:50:47,75383590,"11 Hoecroft Gardens, Radstock BA3 4HU, GB",24/02/2022 12:37:00,75408945,"Manor Furlong, Frome BA11 4BD, GB",2773,1037,25355,52,92,5.593,-2508552,51257540,"2°30'30.7"" W","51°15'27.1"" N",-2323980,51218717,"2°19'26.3"" W","51°13'07.3"" N",14821,1,25355,1-44036-3236203451,0.696,1,1,0.199,1,0.416,0.73,1,0.529
9957411830,2,#HX18OKF,MIHS - SOM,24/02/2022 07:48:46,75359345,"Manor Furlong, Frome BA11 4BD, GB",24/02/2022 08:44:47,75383590,"6 Hoecroft Gardens, Radstock BA3 4HU, GB",3361,1407,24245,44,86,6.25,-2323909,51218791,"2°19'26.0"" W","51°13'07.6"" N",-2508577,51257572,"2°30'30.8"" W","51°15'27.2"" N",16562,1,24245,1-44036-3236203451,0.617,1,0.474,0.16,1,0.126,0.877,1,0.68
9955606676,2,#HX18OKF,MIHS - SOM,23/02/2022 15:16:39,75334290,"2 Hoecroft Gardens, Radstock BA3 4HU, GB",23/02/2022 15:58:39,75359345,"Little Keyford Lane, Frome BA11 5BT, GB",2520,847,25055,53,87,5.469,-2508298,51257691,"2°30'29.8"" W","51°15'27.6"" N",-2323566,51218445,"2°19'24.8"" W","51°13'06.4"" N",14492,1,25055,1-44036-3236203451,0.728,1,0.262,1,1,0.499,0.862,1,0.474
9955171472,2,#HX18OKF,MIHS - SOM,23/02/2022 13:41:36,75321900,"4 West Shepton, Shepton Mallet BA4 5EA, GB",23/02/2022 14:14:48,75334290,"2 Hoecroft Gardens, Radstock BA3 4HU, GB",1992,863,12390,38,71,3.344,-2551079,51188719,"2°33'03.8"" W","51°11'19.3"" N",-2508324,51257686,"2°30'29.9"" W","51°15'27.6"" N",8861,1,12390,1-44036-3236203451,0.654,1,0.598,1,1,0.17,0.333,1,0.477
9955013895,2,#HX18OKF,MIHS - SOM,23/02/2022 13:35:05,75320950,"Cannard's Grave Road, Shepton Mallet BA4 5RP, GB",23/02/2022 13:37:44,75321900,"4 West Shepton, Shepton Mallet BA4 5EA, GB",159,34,950,24,45,0.25,-2543822,51185306,"2°32'37.7"" W","51°11'07.1"" N",-2551099,51188655,"2°33'03.9"" W","51°11'19.1"" N",662,1,950,1-44036-3236203451,0.705,1,0.146,1,1,0.225,1,1,0.561
9954645207,2,#HX18OKF,MIHS - SOM,23/02/2022 11:57:07,75311825,"Clares Road, Wells BA5 1FJ, GB",23/02/2022 12:12:49,75320950,"Cannard's Grave Road, Shepton Mallet BA4 5RP, GB",942,112,9125,39,81,2.406,-2646781,51203575,"2°38'48.4"" W","51°12'12.8"" N",-2543871,51185294,"2°32'37.9"" W","51°11'07.0"" N",6375,1,9125,1-44036-3236203451,0.734,1,0.313,1,1,0.31,0.882,1,0.632
9954545505,2,#HX18OKF,MIHS - SOM,23/02/2022 11:36:21,75304140,"Avalon Estate, Glastonbury BA6 9, GB",23/02/2022 11:50:02,75311825,"Clares Road, Wells BA5 1FJ, GB",821,168,7685,41,68,1.437,-2709623,51157880,"2°42'34.6"" W","51°09'28.3"" N",-2646758,51203645,"2°38'48.3"" W","51°12'13.1"" N",3808,1,7685,1-44036-3236203451,0.787,1,0.149,1,1,0.628,1,1,0.728
9954468039,2,#HX18OKF,MIHS - SOM,23/02/2022 11:16:41,75298740,"48 High Street, Street BA16 0EQ, GB",23/02/2022 11:32:10,75304140,"Avalon Estate, Glastonbury BA6 9, GB",929,361,5400,32,64,1.469,-2738579,51127679,"2°44'18.8"" W","51°07'39.6"" N",-2709634,51157833,"2°42'34.6"" W","51°09'28.2"" N",3892,1,5400,1-44036-3236203451,0.718,1,1,1,1,0,0.344,1,0.682
9954166562,2,#HX18OKF,MIHS - SOM,23/02/2022 09:58:55,75296080,"Overleigh, Street BA16 0TJ, GB",23/02/2022 10:27:28,75298740,"63 High Street, Street BA16 0EQ, GB",1713,1283,2660,20,39,0.906,-2738298,51116771,"2°44'17.8"" W","51°07'00.3"" N",-2738478,51127671,"2°44'18.5"" W","51°07'39.6"" N",2400,1,2660,1-44036-3236203451,0.715,1,0.44,1,1,0.056,1,1,0.511
9953985290,2,#HX18OKF,MIHS - SOM,23/02/2022 09:06:21,75268135,"Long Cross Bottom, Shepton Mallet BA4 4, GB",23/02/2022 09:48:00,75296080,"Overleigh, Street BA16 0TJ, GB",2499,406,27945,48,82,5.032,-2490217,51210711,"2°29'24.7"" W","51°12'38.5"" N",-2738261,51116853,"2°44'17.7"" W","51°07'00.6"" N",13334,1,27945,1-44036-3236203451,0.803,1,1,1,1,0.196,0.71,1,0.713
9953772502,2,#HX18OKF,MIHS - SOM,23/02/2022 08:38:55,75251800,"Manor Furlong, Frome BA11 4BD, GB",23/02/2022 09:01:09,75268135,"Long Cross Bottom, Shepton Mallet BA4 4, GB",1334,315,16335,56,90,3.75,-2323940,51218746,"2°19'26.1"" W","51°13'07.4"" N",-2490131,51210530,"2°29'24.4"" W","51°12'37.9"" N",9937,1,16335,1-44036-3236203451,0.758,1,0.405,1,1,0.268,0.922,1,0.713
9953267787,2,#HX18OKF,MIHS - SOM,23/02/2022 07:07:46,75251715,"Little Keyford Lane, Frome BA11 5BT, GB",23/02/2022 07:08:23,75251800,"Manor Furlong, Frome BA11 4BD, GB",37,13,85,10,17,0.031,-2323666,51218378,"2°19'25.2"" W","51°13'06.1"" N",-2323951,51218527,"2°19'26.2"" W","51°13'06.7"" N",82,1,85,1-44036-3236203451,1,1,1,1,1,1,1,1,1
9951749801,2,#HX18OKF,MIHS - SOM,22/02/2022 15:21:19,75251585,"Manor Furlong, Frome BA11 4BD, GB",22/02/2022 15:23:40,75251715,"Manor Furlong, Frome BA11 4BD, GB",141,107,130,4,22,0.125,-2324323,51218919,"2°19'27.5"" W","51°13'08.1"" N",-2323563,51218524,"2°19'24.8"" W","51°13'06.6"" N",331,1,130,1-44036-3236203451,1,1,1,1,1,1,1,1,1
9951723182,2,#HX18OKF,MIHS - SOM,22/02/2022 14:52:54,75231275,"Prestleigh Lane, Shepton Mallet BA4 4NG, GB",22/02/2022 15:17:39,75251585,"Manor Furlong, Frome BA11 4BD, GB",1485,116,20310,53,92,3.969,-2523870,51162123,"2°31'25.9"" W","51°09'43.6"" N",-2324283,51218932,"2°19'27.4"" W","51°13'08.1"" N",10517,1,20310,1-44036-3236203451,0.755,1,0.565,1,1,0.431,0.9,1,0.389
9951557282,2,#HX18OKF,MIHS - SOM,22/02/2022 14:37:08,75231075,"Prestleigh Lane, Shepton Mallet BA4 4NG, GB",22/02/2022 14:38:32,75231275,"Prestleigh Lane, Shepton Mallet BA4 4NG, GB",84,42,200,7,20,0.062,-2523009,51163384,"2°31'22.8"" W","51°09'48.1"" N",-2523821,51162083,"2°31'25.7"" W","51°09'43.5"" N",164,1,200,1-44036-3236203451,1,1,1,1,1,1,1,1,1
9951473985,2,#HX18OKF,MIHS - SOM,22/02/2022 14:14:56,75230880,"Prestleigh Lane, Shepton Mallet BA4 4NG, GB",22/02/2022 14:18:36,75231075,"Prestleigh Lane, Shepton Mallet BA4 4NG, GB",220,209,195,6,17,0.032,-2522746,51164260,"2°31'21.8"" W","51°09'51.3"" N",-2522951,51163455,"2°31'22.6"" W","51°09'48.4"" N",84,1,195,1-44036-3236203451,1,1,1,1,1,1,1,1,1
9951048070,2,#HX18OKF,MIHS - SOM,22/02/2022 12:37:02,75230730,"Prestleigh Lane, Shepton Mallet BA4 4NG, GB",22/02/2022 12:38:11,75230880,"Prestleigh Lane, Shepton Mallet BA4 4NG, GB",69,66,150,3,16,0.031,-2522857,51164084,"2°31'22.2"" W","51°09'50.7"" N",-2522945,51163446,"2°31'22.6"" W","51°09'48.4"" N",82,1,150,1-44036-3236203451,1,1,1,1,1,1,1,1,1
9950914472,2,#HX18OKF,MIHS - SOM,22/02/2022 12:05:00,75230590,"Prestleigh Lane, Shepton Mallet BA4 4NG, GB",22/02/2022 12:07:11,75230730,"Prestleigh Lane, Shepton Mallet BA4 4NG, GB",131,106,140,9,16,0.031,-2521163,51165318,"2°31'16.1"" W","51°09'55.1"" N",-2522523,51164525,"2°31'21.0"" W","51°09'52.2"" N",82,1,140,1-44036-3236203451,1,1,1,1,1,1,1,1,1
9950842945,2,#HX18OKF,MIHS - SOM,22/02/2022 11:29:31,75222855,"Portway Hill, Shepton Mallet BA4 6, GB",22/02/2022 11:50:06,75230590,"Prestleigh Lane, Shepton Mallet BA4 4NG, GB",1235,277,7735,28,59,2.281,-2495097,51121076,"2°29'42.3"" W","51°07'15.8"" N",-2521210,51165391,"2°31'16.3"" W","51°09'55.4"" N",6044,1,7735,1-44036-3236203451,0.83,1,1,1,1,0.072,1,1,0.74
9950676509,2,#HX18OKF,MIHS - SOM,22/02/2022 10:58:05,75211855,"Foddington Road, Somerton TA11 7, GB",22/02/2022 11:13:34,75222855,"Portway Hill, Shepton Mallet BA4 6, GB",929,46,11000,44,71,2.344,-2610489,51074253,"2°36'37.7"" W","51°04'27.3"" N",-2495121,51121087,"2°29'42.4"" W","51°07'15.9"" N",6211,1,11000,1-44036-3236203451,0.767,1,1,1,1,0.317,0.5,1,0.555
9950275865,2,#HX18OKF,MIHS - SOM,22/02/2022 09:26:33,75194855,"Cannard's Grave Road, Shepton Mallet BA4 4LX, GB",22/02/2022 09:46:43,75211855,"Foddington Road, Somerton TA11 7, GB",1210,61,17000,53,82,6.281,-2542729,51184055,"2°32'33.8"" W","51°11'02.6"" N",-2610506,51074238,"2°36'37.8"" W","51°04'27.2"" N",16644,1,17000,1-44036-3236203451,0.718,1,0.348,1,1,0.148,0.881,1,0.648
9950070414,2,#HX18OKF,MIHS - SOM,22/02/2022 08:27:16,75177720,"Avalon Estate, Glastonbury BA6 9, GB",22/02/2022 09:01:01,75194855,"Cannard's Grave Road, Shepton Mallet BA4 4LX, GB",2025,590,17135,42,86,4.062,-2708686,51157899,"2°42'31.2"" W","51°09'28.4"" N",-2542580,51184053,"2°32'33.2"" W","51°11'02.5"" N",10764,1,17135,1-44036-3236203451,0.741,1,1,0.125,1,0.471,0.947,1,0.644
